id,question,slug,start_date,end_date,volume,liquidity,active,closed,yes_percentage,no_percentage,outcome_details,total_volume,total_liquidity,end_date_iso,volume_24hr,spread,one_day_price_change,last_trade_price,bestBid,bestAsk
240520,Will $ETH flip $BTC in market cap in 2022?,will-eth-flip-btc-in-market-cap-in-2022,,,,,True,True,0.00012886854212240767,99.99987113145788,Yes: 0.00% | No: 100.00%,55824.01,603.25,2023-01-01,0,1,0,0,0,1
240625,"Will the floor price of Bored Apes be above 59 ETH on February 1st, 2022?",will-the-floor-price-of-bored-apes-be-above-59-eth-on-february-1st-2022,,,,,True,True,99.99997375283763,2.6247162361817846e-05,Yes: 100.00% | No: 0.00%,718.71,50,2022-02-01,0,1,0,0,0,1
240626,"Will the floor price of Bored Apes be above 69 ETH on February 1st, 2022?",will-the-floor-price-of-bored-apes-be-above-69-eth-on-february-1st-2022,,,,,True,True,99.99999792755283,2.0724471732435853e-06,Yes: 100.00% | No: 0.00%,2491.37,50,2022-02-01,0,1,0,0,0,1
240627,"Will the floor price of Bored Apes be above 79 ETH on February 1st, 2022?",will-the-floor-price-of-bored-apes-be-above-79-eth-on-february-1st-2022,,,,,True,True,99.99997372523005,2.6274769946426937e-05,Yes: 100.00% | No: 0.00%,12515.28,50.01,2022-02-01,0,1,0,0,0,1
240628,"Will the floor price of Bored Apes be above 89 ETH on February 1st, 2022?",will-the-floor-price-of-bored-apes-be-above-89-eth-on-february-1st-2022,,,,,True,True,99.99999793100721,2.068992786784152e-06,Yes: 100.00% | No: 0.00%,2778.83,50,2022-02-01,0,1,0,0,0,1
240653,Will $BTC or $ETH perform better in 2022?,will-btc-or-eth-perform-better-in-2022,,,,,True,True,,,Bitcoin: 100.00% | Ethereum: 0.00%,26431.07,100.8,2023-01-01,0,1,0,0,0,1
240685,Will Bitcoin or Ethereum perform better in February 2022?,will-bitcoin-or-ethereum-perform-better-in-february-2022,,,,,True,True,,,Bitcoin: 100.00% | Ethereum: 0.00%,20035.62,2999.95,2022-03-01,0,1,0,0,0,1
240686,Will Bitcoin or Ethereum perform better in January 2022?,will-bitcoin-or-ethereum-perform-better-in-january-2022,,,,,True,True,,,Bitcoin: 100.00% | Ethereum: 0.00%,993.97,28.87,2022-02-01,0,1,0,0,0,1
240688,Will Bitcoin or Ethereum perform better in March 2022?,will-bitcoin-or-ethereum-perform-better-in-march-2022,,,,,True,True,,,Bitcoin: 0.00% | Ethereum: 100.00%,12916.4,0.11,2022-04-01,0,1,0,0,0,1
240835,"Will the Ethereum Merge (EIP-3675) occur by May 1, 2022?",will-the-ethereum-merge-eip-3675-occur-by-may-1-2022,,,,,True,True,3.800825933537344e-05,99.99996199174066,Yes: 0.00% | No: 100.00%,22531.56,51.82,2022-05-01,0,1,0,0,0,1
240836,"Will the Ethereum Merge (EIP-3675) occur by June 1, 2022?",will-the-ethereum-merge-eip-3675-occur-by-june-1-2022,,,,,True,True,2.066499661999018e-05,99.99997933500337,Yes: 0.00% | No: 100.00%,110683.9,74.08,2022-06-01,0,1,0,0,0,1
240838,"Will the Ethereum Merge (EIP-3675) occur by August 1, 2022?",will-the-ethereum-merge-eip-3675-occur-by-august-1-2022,,,,,True,True,7.392530492428861e-05,99.99992607469508,Yes: 0.00% | No: 100.00%,331710.51,43.95,2022-08-01,0,1,0,0,0,1
240839,"Will the Ethereum Merge (EIP-3675) occur by July 1, 2022?",will-the-ethereum-merge-eip-3675-occur-by-july-1-2022,,,,,True,True,7.565557654371493e-05,99.99992434442345,Yes: 0.00% | No: 100.00%,241931.91,56.84,2022-07-01,0,1,0,0,0,1
240840,"Will the Ethereum Merge (EIP-3675) occur by September 1, 2022?",will-the-ethereum-merge-eip-3675-occur-by-september-1-2022,,,,,True,True,7.726921365666341e-05,99.99992273078634,Yes: 0.00% | No: 100.00%,764809.66,269.89,2022-09-01,0,1,0,0,0,1
240942,"Will Ethereum (ETH) be above $3,000 at noon on January 31 2022?",will-ethereum-eth-price-be-above-3000-at-noon-on-january-31-2022,,,,,True,True,3.146085832985788e-05,99.99996853914168,Yes: 0.00% | No: 100.00%,3319.87,50,2022-01-31,0,1,0,0,0,1
241089,"Will Opyn (Squeeth) suffer an exploit by March 31st, 2022?",will-opyn-squeeth-suffer-an-exploit-by-march-31st-2022,,,,,True,True,2.341712714193939e-06,99.99999765828728,Yes: 0.00% | No: 100.00%,9180.06,3.85,2022-03-31,0,1,0,0,0,1
241219,Will Joe Biden's FiveThirtyEight approval rating be 41.7% or more on February 9?,will-joe-bidens-fivethirtyeight-approval-rating-be-41p7-or-more-on-february-9,,,,,True,True,1.4428849037731266e-05,99.99998557115096,Yes: 0.00% | No: 100.00%,3667.75,300,2022-02-09,0,1,0,0,0,1
241221,Will Ethereum dip below $2000 by March 1?,will-ethereum-dip-below-2000-by-march-1,,,,,True,True,1.2453029234793286e-05,99.99998754697077,Yes: 0.00% | No: 100.00%,2356.86,300.74,2022-03-01,0,1,0,0,0,1
241222,Will Ethereum reach $3000 by Valentine's Day?,will-ethereum-reach-3000-by-valentines-day,,,,,True,True,99.99998525901582,1.4740984188497372e-05,Yes: 100.00% | No: 0.00%,7495.01,300,2022-02-14,0,1,0,0,0,1
241268,Will the floor price of Mutant Apes be above 25 ETH on February 17?,will-the-floor-price-of-mutant-apes-be-above-25-eth-on-february-17,,,,,True,True,1.1944729010902803e-05,99.99998805527099,Yes: 0.00% | No: 100.00%,1325,399,2022-02-17,0,1,0,0,0,1
241332,Will the floor price of Bored Apes be above 100 ETH on Valentine's Day?,will-the-floor-price-of-bored-apes-be-above-100-eth-on-valentines-day,,,,,True,True,1.688728026456147e-05,99.99998311271973,Yes: 0.00% | No: 100.00%,59945.11,503.01,2022-02-14,0,1,0,0,0,1
241334,Will the floor price of CryptoPunks be above 75 ETH on February 11th?,will-the-floor-price-of-cryptopunks-be-above-75-eth-on-february-11th,,,,,True,True,1.535324796152048e-05,99.99998464675204,Yes: 0.00% | No: 100.00%,25449.88,300,2022-02-11,0,1,0,0,0,1
241427,"What will the price of Ethereum ($ETH) be on March 10, 2022? ",what-will-the-price-of-ethereum-eth-be-on-march-10-2022,,,,,True,True,,,Long: 29.71% | Short: 70.29%,56366.41,23.93,2022-03-10,0,1,0,0,0,1
241509,"Will Ethereum be above $3000 on March 1, 2022?",will-ethereum-be-above-3000-on-march-1-2022,,,,,True,True,1.4166875914110142e-05,99.99998583312409,Yes: 0.00% | No: 100.00%,294079.62,110.24,2022-03-01,0,1,0,0,0,1
241510,"Will the floor price of Bored Apes be over 100 ETH on February 25, 2022?",will-the-floor-price-of-bored-apes-be-over-100-eth-on-february-25-2022,,,,,True,True,8.175917971883824e-06,99.99999182408203,Yes: 0.00% | No: 100.00%,79433.31,110.55,2022-02-25,0,1,0,0,0,1
241511,Will the floor price of CryptoPunks be below 42 ETH on 4/20/22?,will-the-floor-price-of-cryptopunks-be-below-42-eth-on-42022,,,,,True,True,6.602531165763357e-05,99.99993397468833,Yes: 0.00% | No: 100.00%,139839.69,118.99,2022-04-20,0,1,0,0,0,1
241627,Will Joe Biden's FiveThirtyEight approval rating be 41.6% or higher on March 2?,will-joe-bidens-fivethirtyeight-approval-rating-be-416-or-higher-on-march-2,,,,,True,True,1.629672878376142e-05,99.99998370327121,Yes: 0.00% | No: 100.00%,17462.95,2185.58,2022-03-03,0,1,0,0,0,1
241701,"Will Ethereum be above $2500 on March 2, 2022?",will-ethereum-be-above-2500-on-march-2-2022,,,,,True,True,99.99998499479847,1.5005201524924943e-05,Yes: 100.00% | No: 0.00%,39058.35,1019.58,2022-03-02,0,1,0,0,0,1
241726,"Will the floor price of Bored Apes be over 80 ETH on March 4, 2022?",will-the-floor-price-of-bored-apes-be-over-80-eth-on-march-4-2022,,,,,True,True,99.99998768509614,1.231490384862584e-05,Yes: 100.00% | No: 0.00%,30407.93,301.12,2022-03-04,0,1,0,0,0,1
241811,"Will Ethereum be above $3000 on March 9, 2022?",will-ethereum-be-above-3000-on-march-9-2022,,,,,True,True,1.5282588703514106e-05,99.9999847174113,Yes: 0.00% | No: 100.00%,344622.58,301.95,2022-03-09,0,1,0,0,0,1
241981,"Will the price of $ETH be above $2,600 on March 15, 2022?",will-the-price-of-eth-be-above-2600-on-march-15-2022,,,,,True,True,4.312157347314858e-05,99.99995687842652,Yes: 0.00% | No: 100.00%,83638.59,200,2022-03-15,0,1,0,0,0,1
242024,Will Joe Biden's FiveThirtyEight approval rating be 42.8% or higher on March 22?,will-joe-bidens-fivethirtyeight-approval-rating-be-42pt8-or-higher-on-march-22,,,,,True,True,5.389057148571399e-06,99.99999461094285,Yes: 0.00% | No: 100.00%,10704.97,326.67,2022-03-23,0,1,0,0,0,1
242070,"Will the price of $ETH be above $2,600 on March 24, 2022?",will-the-price-of-eth-be-above-2600-on-march-24-2022,,,,,True,True,99.99995083732381,4.916267619727175e-05,Yes: 100.00% | No: 0.00%,28714.91,314.3,2022-03-24,0,1,0,0,0,1
242252,"Will the floor price of Bored Apes be over 100 ETH on April 1, 2022?",will-the-floor-price-of-bored-apes-be-over-100-eth-on-april-1-2022,,,,,True,True,99.99999745673541,2.543264585747134e-06,Yes: 100.00% | No: 0.00%,50993.53,209.47,2022-04-01,0,1,0,0,0,1
242254,Will the floor price of Bored Apes be under 69 ETH on 4/20/2022?,will-the-floor-price-of-bored-apes-be-under-69-eth-on-4202022,,,,,True,True,7.545172233954036e-05,99.99992454827766,Yes: 0.00% | No: 100.00%,17787.01,200,2022-04-20,0,1,0,0,0,1
242353,Will the floor price of Mutant Apes be above 30 ETH on April 26?,will-the-floor-price-of-mutant-apes-be-above-30-eth-on-4262022,,,,,True,True,99.99998327212093,1.6727879071917826e-05,Yes: 100.00% | No: 0.00%,20627.33,50.28,2022-04-26,0,1,0,0,0,1
242355,Will the floor price of Bored Apes be below 40 ETH on April 27?,will-the-floor-price-of-bored-apes-be-below-40-eth-on-4272022,,,,,True,True,0.00011219324989091738,99.99988780675011,Yes: 0.00% | No: 100.00%,1721.27,50.01,2022-04-27,0,1,0,0,0,1
242356,Will the floor price of Bored Apes be above 150 ETH on April 25?,will-the-floor-price-of-bored-apes-be-above-150-eth-on-4252022,,,,,True,True,9.653747695724581e-05,99.99990346252304,Yes: 0.00% | No: 100.00%,3729.34,200.01,2022-04-25,0,1,0,0,0,1
242358,Will the floor price of Mutant Apes be below 10 ETH on April 22?,will-the-floor-price-of-mutant-apes-be-below-10-eth-on-4222022,,,,,True,True,0.00011767721310391627,99.99988232278689,Yes: 0.00% | No: 100.00%,23430.31,50.01,2022-04-22,0,1,0,0,0,1
242360,"Will $ETH be above $3,000 on April 1, 2022?",will-the-price-of-1-eth-be-above-3000-on-april-1-2022,,,,,True,True,99.99997978165412,2.021834588491557e-05,Yes: 100.00% | No: 0.00%,243065.41,172.51,2022-04-01,0,1,0,0,0,1
242427,Will Joe Biden's FiveThirtyEight approval rating be 41.8% or higher on March 30?,will-joe-bidens-fivethirtyeight-approval-rating-be-41pt8-or-higher-on-march-30,,,,,True,True,9.824781941690822e-05,99.99990175218059,Yes: 0.00% | No: 100.00%,13107.38,150,2022-03-30,0,1,0,0,0,1
242451,Golf: Will Jordan Spieth win the 2022 Masters Tournament?,golf-will-jordan-spieth-win-the-2022-masters-tournament,,,,,True,True,8.19275117403406e-05,99.99991807248826,Yes: 0.00% | No: 100.00%,29920.7,200,2022-04-11,0,1,0,0,0,1
242601,"Will $ETH be above $3,400 on April 8th, 2022?",will-eth-be-above-3400-on-april-8th-2022,,,,,True,True,4.1751648805385475e-05,99.99995824835119,Yes: 0.00% | No: 100.00%,559956.52,2.4,2022-04-08,0,1,0,0,0,1
242690,Will Joe Biden's FiveThirtyEight approval rating be 41.5% or higher on April 30?,will-joe-bidens-fivethirtyeight-approval-rating-be-41pt5-or-higher-on-april-30,,,,,True,True,99.99994377377813,5.6226221861868924e-05,Yes: 100.00% | No: 0.00%,42114.06,200.12,2022-05-01,0,1,0,0,0,1
242832,Will the floor price of Azuki be 30 ETH or more on April 19?,will-the-floor-price-of-azuki-be-30-eth-or-more-on-april-19,,,,,True,True,6.127017700722636e-05,99.99993872982299,Yes: 0.00% | No: 100.00%,23122.82,150,2022-04-19,0,1,0,0,0,1
242833,Will the floor price of Doodles be 17 ETH or more on April 17?,will-the-floor-price-of-doodles-be-17-eth-or-more-on-april-17,,,,,True,True,99.99995232811492,4.767188508409182e-05,Yes: 100.00% | No: 0.00%,58920.34,1087.74,2022-04-17,0,1,0,0,0,1
243025,"Will $ETH be above $3,250 on April 13th, 2022?",will-eth-be-above-3250-on-april-13th-2022,,,,,True,True,9.437811539797629e-05,99.9999056218846,Yes: 0.00% | No: 100.00%,492023.14,12.98,2022-04-13,0,1,0,0,0,1
243049,Will Ethereum's price have a 10% or more daily change on any day in April 2022?,will-ethereums-price-have-a-10-or-more-daily-change-on-any-day-in-april-2022,,,,,True,True,7.536450660944465e-05,99.99992463549339,Yes: 0.00% | No: 100.00%,21249.95,150.03,2022-04-30,0,1,0,0,0,1
243180,Will the floor price of CryptoPunks be below 65 ETH on April 21?,will-the-floor-price-of-cryptopunks-be-below-65-eth-on-april-21,,,,,True,True,99.99992092889178,7.907110821739216e-05,Yes: 100.00% | No: 0.00%,5459.96,150,2022-04-21,0,1,0,0,0,1
243181,Will the floor price of Azuki be 25 ETH or more on April 22?,will-the-floor-price-of-azuki-be-25-eth-or-more-on-april-22,,,,,True,True,99.99993137521173,6.862478825962717e-05,Yes: 100.00% | No: 0.00%,7036.6,151.77,2022-04-22,0,1,0,0,0,1
243182,Will the floor price of Bored Apes be 111 ETH or more on April 23?,will-the-floor-price-of-bored-apes-be-111-eth-or-more-on-april-23,,,,,True,True,99.9999218969166,7.81030834051924e-05,Yes: 100.00% | No: 0.00%,6657.37,150,2022-04-23,0,1,0,0,0,1
243183,"Will $ETH be above $3,000 on April 20, 2022?",will-eth-be-above-3000-on-april-20-2022,,,,,True,True,99.99995752167321,4.247832678464207e-05,Yes: 100.00% | No: 0.00%,974114.26,437.59,2022-04-20,0,1,0,0,0,1
243230,Will the floor price of Doodles be 15 ETH or more on April 24?,will-the-floor-price-of-doodles-be-15-eth-or-more-on-april-24,,,,,True,True,0.00013450239138143382,99.99986549760862,Yes: 0.00% | No: 100.00%,8631.31,150,2022-04-24,0,1,0,0,0,1
243251,"Will the Ethereum Merge (EIP-3675) occur by October 1, 2022?",will-the-ethereum-merge-eip-3675-occur-by-october-1-2022,,,,,True,True,99.99988566509533,0.00011433490466860528,Yes: 100.00% | No: 0.00%,622044.37,791.78,2022-10-01,0,1,0,0,0,1
243254,"Will the Ethereum Merge (EIP-3675) occur by January 1, 2023?",will-the-ethereum-merge-eip-3675-occur-by-january-1-2023,,,,,True,True,99.99985330152651,0.00014669847349237333,Yes: 100.00% | No: 0.00%,42357.14,179,2023-01-01,0,1,0,0,0,1
243455,Will the floor price of Moonbirds be 15 ETH or more on April 27?,will-the-floor-price-of-moonbirds-be-15-eth-or-more-on-april-27,,,,,True,True,99.99997596960692,2.4030393075220687e-05,Yes: 100.00% | No: 0.00%,24229.65,50.03,2022-04-27,0,1,0,0,0,1
243511,"Will $ETH be above $3,100 on April 28, 2022?",will-eth-be-above-3100-on-april-28-2022,,,,,True,True,5.0598811567313846e-05,99.99994940118843,Yes: 0.00% | No: 100.00%,346735.83,151.88,2022-04-28,0,1,0,0,0,1
243579,"Will $ETH be above $3,000 on May 1, 2022?",will-eth-be-above-3000-on-may-1-2022,,,,,True,True,6.150549988582638e-05,99.99993849450011,Yes: 0.00% | No: 100.00%,397200.12,163.91,2022-05-01,0,1,0,0,0,1
243591,"Will the floor price of Moonbirds be 30 ETH or more on May 15, 2022?",will-the-floor-price-of-moonbirds-be-30-eth-or-more-on-may-15-2022,,,,,True,True,2.7369993695809263e-05,99.99997263000631,Yes: 0.00% | No: 100.00%,65424.61,162.7,2022-05-15,0,1,0,0,0,1
243831,Will the floor price of Bored Apes be above 135 ETH on May 5?,will-the-floor-price-of-bored-apes-be-above-135-eth-on-may-5,,,,,True,True,0.0001306820780167584,99.99986931792199,Yes: 0.00% | No: 100.00%,13537.26,117.14,2022-05-05,0,1,0,0,0,1
243951,"Will $ETH be above $2,900 on May 7, 2022?",will-eth-be-above-2900-on-may-7-2022,,,,,True,True,5.205254817045429e-05,99.99994794745183,Yes: 0.00% | No: 100.00%,342493.65,5.92,2022-05-07,0,1,0,0,0,1
243993,Will Bitcoin or Ethereum perform better in May 2022?,will-bitcoin-or-ethereum-perform-better-in-may-2022,,,,,True,True,,,Bitcoin: 100.00% | Ethereum: 0.00%,4941.31,327.88,2022-06-01,0,1,0,0,0,1
244024,Will Joe Biden's FiveThirtyEight approval rating be 42.0% or higher on May 18?,will-joe-bidens-fivethirtyeight-approval-rating-be-42pt0-or-higher-on-may-18,,,,,True,True,4.683379557579711e-05,99.99995316620442,Yes: 0.00% | No: 100.00%,16522.37,90.43,2022-05-18,0,1,0,0,0,1
244161,BAYC Metaverse: Will the floor price of Otherdeed be above 3.5 ETH on May 9?,bayc-metaverse-will-the-floor-price-of-otherdeed-be-above-3pt5-eth-on-may-9,,,,,True,True,9.327177243304138e-07,99.99999906728227,Yes: 0.00% | No: 100.00%,18294.15,0.1,2022-05-09,0,1,0,0,0,1
244166,UFC 274: Who will win - Charles Oliveira or Justin Gaethje?,ufc-274-who-will-win-charles-oliveira-or-justin-gaethje,,,,,True,True,,,Oliveira: 100.00% | Gaethje: 0.00%,12454.1,97.88,2022-05-07,0,1,0,0,0,1
244303,"Will $ETH be above $2,700 on May 14, 2022?",will-eth-be-above-2700-on-may-14-2022,,,,,True,True,2.6642938734631973e-05,99.99997335706126,Yes: 0.00% | No: 100.00%,424266.09,75.5,2022-05-14,0,1,0,0,0,1
244364,Will Ethereum's (ETH) price have a 10% or more daily change on any day in May 2022?,will-ethereums-eth-price-have-a-10-or-more-daily-change-on-any-day-in-may-2022,,,,,True,True,99.99997019147673,2.9808523258199133e-05,Yes: 100.00% | No: 0.00%,4159.97,81.84,2022-05-07,0,1,0,0,0,1
244367,Will the floor price of Azuki be 26 ETH or more on May 15?,will-the-floor-price-of-azuki-be-26-eth-or-more-on-may-15,,,,,True,True,8.476049450847228e-05,99.99991523950548,Yes: 0.00% | No: 100.00%,776.42,125.02,2022-05-15,0,1,0,0,0,1
244368,Will the floor price of Bored Apes be above 110 ETH on May 19?,will-the-floor-price-of-bored-apes-be-above-110-eth-on-may-19,,,,,True,True,5.776713282930646e-05,99.99994223286717,Yes: 0.00% | No: 100.00%,2669.66,100.42,2022-05-19,0,1,0,0,0,1
244369,Will the floor price of Doodles be 22 ETH or more on May 17?,will-the-floor-price-of-doodles-be-22-eth-or-more-on-may-17,,,,,True,True,2.4429742809690503e-05,99.99997557025719,Yes: 0.00% | No: 100.00%,3775.63,48.53,2022-05-17,0,1,0,0,0,1
244592,Will $ETH be above $2500 on May 20?,will-eth-be-above-2500-on-may-20,,,,,True,True,0.00011163752295836829,99.99988836247704,Yes: 0.00% | No: 100.00%,7671.92,125.01,2022-05-20,0,1,0,0,0,1
244593,Will the Otherdeed floor price be above 3 ETH on May 20?,will-the-otherdeed-floor-price-be-above-3-eth-on-may-20,,,,,True,True,99.9999730801181,2.691988189798237e-05,Yes: 100.00% | No: 0.00%,9172.69,179.09,2022-05-20,0,1,0,0,0,1
244596,"Will $ETH hit $3,000 or $2,000 first?",will-eth-hit-3000-or-2000-first,,,,,True,True,,,"$3,000: 0.00% | $2,000: 100.00%",38816.08,125.05,2022-05-10,0,1,0,0,0,1
244626,Will Tether (USDT) fall below 98 cents by July 30?,will-tether-usdt-fall-below-98-cents-by-july-30,,,,,True,True,0.008899052294245131,99.99110094770576,Yes: 0.01% | No: 99.99%,476792.27,657.79,2022-07-31,0,1,0,0,0,1
244627,Will the floor price of CryptoPunks be above 52 ETH on May 26?,will-the-floor-price-of-cryptopunks-be-above-52-eth-on-may-26,,,,,True,True,6.409433133298573e-05,99.99993590566866,Yes: 0.00% | No: 100.00%,4402.53,95.09,2022-05-26,0,1,0,0,0,1
244628,Will the floor price of Bored Apes be above 100 ETH on May 25?,will-the-floor-price-of-bored-apes-be-above-100-eth-on-may-25,,,,,True,True,2.4807008396056025e-05,99.99997519299161,Yes: 0.00% | No: 100.00%,7201.15,125.87,2022-05-25,0,1,0,0,0,1
244677,"Will $ETH be above $2,000 on May 20?",will-eth-be-above-2000-on-may-20,,,,,True,True,5.661996039289522e-05,99.9999433800396,Yes: 0.00% | No: 100.00%,220239.19,1.75,2022-05-20,0,1,0,0,0,1
244920,Will Joe Biden's FiveThirtyEight approval rating be 41.5% or higher on May 28?,will-joe-bidens-fivethirtyeight-approval-rating-be-41pt5-or-higher-on-may-28,,,,,True,True,8.420143910355002e-05,99.9999157985609,Yes: 0.00% | No: 100.00%,19308.77,125.07,2022-05-29,0,1,0,0,0,1
245033,"Will $ETH be above $2,000 on May 27?",will-eth-be-above-2000-on-may-27,,,,,True,True,2.6703730057680757e-05,99.99997329626994,Yes: 0.00% | No: 100.00%,801754.44,100.2,2022-05-27,0,1,0,0,0,1
245257,Will the Otherdeed floor price be above 3.5 ETH on June 6?,will-the-otherdeed-floor-price-be-above-3pt5-eth-on-june-6,,,,,True,True,5.2266647588502e-05,99.99994773335241,Yes: 0.00% | No: 100.00%,1270.53,100.01,2022-06-06,0,1,0,0,0,1
245277,Will the floor price of Bored Apes be above 93 ETH on May 30th? ,will-the-floor-price-of-bored-apes-be-above-93-eth-on-may-30th,,,,,True,True,1.994299704944642e-05,99.99998005700294,Yes: 0.00% | No: 100.00%,4990.71,90.03,2022-05-30,0,1,0,0,0,1
245419,Will the floor price of Goblintowns be above 1 ETH on June 3?,will-the-floor-price-of-goblintowns-be-above-1-eth-on-june-3,,,,,True,True,99.99995565864236,4.434135763903676e-05,Yes: 100.00% | No: 0.00%,35752.48,1106.47,2022-06-03,0,1,0,0,0,1
245570,"Will $ETH be above $1,800 on June 3?",will-eth-be-above-1800-on-june-3,,,,,True,True,4.579394251219235e-05,99.99995420605748,Yes: 0.00% | No: 100.00%,489080.65,115.46,2022-06-03,0,1,0,0,0,1
245571,"Will $ETH hit $1,500 or $2,500 first?",will-eth-hit-1500-or-2500-first,,,,,True,True,,,"$1,500: 100.00% | $2,500: 0.00%",57189.01,1917.89,2023-01-01,0,1,0,0,0,1
245878,Will the floor price of goblintown.wtf be above 2 ETH on June 13?,will-the-floor-price-of-goblintownwtf-be-above-2-eth-on-june-13,,,,,True,True,99.99992279109424,7.720890575743383e-05,Yes: 100.00% | No: 0.00%,18274.78,100.3,2022-06-13,0,1,0,0,0,1
246215,"Will $ETH be above $1,800 on June 10?",will-eth-be-above-1800-on-june-10,,,,,True,True,4.2509578661210544e-05,99.99995749042134,Yes: 0.00% | No: 100.00%,620531.25,105.79,2022-06-10,0,1,0,0,0,1
246497,Will the floor price of goblintown.wtf be above 5 ETH on June 13?,will-the-floor-price-of-goblintownwtf-be-above-5-eth-on-june-13,,,,,True,True,0.0001955987124213575,99.99980440128759,Yes: 0.00% | No: 100.00%,6885.03,145.21,2022-06-13,0,1,0,0,0,1
246499,Will the floor price of 'We Are All Going to Die' be above 1 ETH on June 14?,will-the-floor-price-of-we-are-all-going-to-die-be-above-1-eth-on-june-14,,,,,True,True,0.00014614093411547378,99.99985385906588,Yes: 0.00% | No: 100.00%,3722.44,100.02,2022-06-14,0,1,0,0,0,1
246504,[From kain.eth] Will Synthetix capture more single day fees than Bitcoin by September 8?,will-synthetix-capture-more-single-day-fees-than-bitcoin-by-september-8-from-kain-pt-eth,,,,,True,True,99.99970154274232,0.00029845725768799347,Yes: 100.00% | No: 0.00%,7105.61,544.05,2022-09-08,0,1,0,0,0,1
246527,"Will $ETH be above $1,700 on June 17?",will-eth-be-above-1700-on-june-17,,,,,True,True,0.00013736809282569593,99.99986263190718,Yes: 0.00% | No: 100.00%,125378.06,86.73,2022-06-17,0,1,0,0,0,1
246532,"Will $ETH hit $1,000 or $2,000 first? ",will-eth-hit-1000-or-2000-first-1,,,,,True,True,,,"$1,000: 100.00% | $2,000: 0.00%",7971.68,707.65,2023-01-01,0,1,0,0,0,1
246536,"Will the Ethereum Merge (EIP-3675) occur by November 1, 2022?",will-the-ethereum-merge-eip-3675-occur-by-november-1-2022,,,,,True,True,99.99994240810648,5.759189352166178e-05,Yes: 100.00% | No: 0.00%,80532.01,75.16,2022-11-01,0,1,0,0,0,1
246538,Will $ETH hit 3 digits (sub $1000) by June 30?,will-ethereum-eth-hit-3-digits-by-june-30,,,,,True,True,99.99957877357875,0.0004212264212493122,Yes: 100.00% | No: 0.00%,31884.7,946.67,2022-06-30,0,1,0,0,0,1
246563,"Will $ETH be above $1,100 on June 24?",will-eth-be-above-1100-on-june-24,,,,,True,True,99.99974920567831,0.0002507943216875806,Yes: 100.00% | No: 0.00%,506060.14,101.54,2022-06-24,0,1,0,0,0,1
246574,Will the floor price of Ryder Ripps BAYC (RR/BAYC) be above 1 ETH on June 30?,will-the-floor-price-of-ryder-ripps-bayc-rrbayc-be-above-1-eth-on-june-30,,,,,True,True,50.35844995570529,49.64155004429472,Yes: 50.36% | No: 49.64%,13132.95,370.83,2022-06-30,0,1,0,0,0,1
246575,Will the floor price of Bored Apes be above 90 ETH on June 30?,will-the-floor-price-of-bored-apes-be-above-90-eth-on-june-30,,,,,True,True,99.99966186062031,0.00033813937969657745,Yes: 100.00% | No: 0.00%,19762.34,100.05,2022-06-30,0,1,0,0,0,1
246589,"Will $ETH be above $1,200 on July 1?",will-eth-be-above-1200-on-july-1,,,,,True,True,0.00010458049559938592,99.9998954195044,Yes: 0.00% | No: 100.00%,353885.11,104.4,2022-07-01,0,1,0,0,0,1
246631,"Will $ETH be above $1,000 on July 8?",will-eth-be-above-1000-on-july-8,,,,,True,True,99.99981266445948,0.0001873355405186411,Yes: 100.00% | No: 0.00%,129877.57,85.23,2022-07-08,0,1,0,0,0,1
246659,Will Bitcoin or Ethereum perform better in July 2022?,will-bitcoin-or-ethereum-perform-better-in-july-2022,,,,,True,True,,,Bitcoin: 0.00% | Ethereum: 100.00%,837.66,4.82,2022-08-01,0,1,0,0,0,1
246676,"Will $ETH be above $1,200 on July 15?",will-eth-be-above-1200-on-july-15,,,,,True,True,99.99993139226423,6.860773577153829e-05,Yes: 100.00% | No: 0.00%,172953.52,174.55,2022-07-15,0,1,0,0,0,1
246682,Will the floor price of Bored Apes be above 100 ETH on July 18?,will-the-floor-price-of-bored-apes-be-above-100-eth-on-july-18,,,,,True,True,0.00011458662245360647,99.99988541337754,Yes: 0.00% | No: 100.00%,5029.83,100.03,2022-07-18,0,1,0,0,0,1
246685,Will Joe Biden's FiveThirtyEight approval rating be 38.0% or higher on July 21?,will-joe-bidens-fivethirtyeight-approval-rating-be-38pt0-or-higher-on-july-21,,,,,True,True,5.912324568237529e-05,99.99994087675432,Yes: 0.00% | No: 100.00%,13065.09,199.82,2022-07-21,0,1,0,0,0,1
246715,"Will $ETH fall below $1,000 by July 31?",will-eth-fall-below-1000-by-july-31,,,,,True,True,0.00014999634563479884,99.99985000365437,Yes: 0.00% | No: 100.00%,68574.62,101.01,2022-07-31,0,1,0,0,0,1
246727,"Will $ETH be above $1,200 on July 22?",will-eth-be-above-1200-on-july-22,,,,,True,True,99.99990676490457,9.323509543706412e-05,Yes: 100.00% | No: 0.00%,36274.07,545.15,2022-07-22,0,1,0,0,0,1
246766,"Will $ETH hit $1,000 or $2,000 first?$",will-eth-hit-1000-or-2000-first,,,,,True,True,,,"$1,000: 0.00% | $2,000: 100.00%",18179.93,1659.53,2023-01-01,0,1,0,0,0,1
